"name","rank","year","url","id"
"PAUL J. SELVA","GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105043/general-paul-j-selva.aspx","105043"
"MARK D. ""SHACK"" SHACKELFORD","LIEUTENANT GENERAL",2011,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104802/lieutenant-general-mark-d-shack-shackelford.aspx","104802"
"JOHN N.T. ""JACK"" SHANAHAN","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108830/lieutenant-general-john-nt-jack-shanahan.aspx","108830"
"JOHN A. SHAUD","GENERAL",1991,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105658/general-john-a-shaud.aspx","105658"
"WILLIAM L. SHELTON","GENERAL",2014,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104749/general-william-l-shelton.aspx","104749"
"JOHN T. ""TOM"" SHERIDAN","LIEUTENANT GENERAL",2011,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104625/lieutenant-general-john-t-tom-sheridan.aspx","104625"
"JAMES E. SHERRARD III","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105637/lieutenant-general-james-e-sherrard-iii.aspx","105637"
"MICHAEL C. SHORT","LIEUTENANT GENERAL",2000,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105541/lieutenant-general-michael-c-short.aspx","105541"
"E.G. ""BUCK"" SHULER JR.","LIEUTENANT GENERAL",1991,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105544/lieutenant-general-eg-buck-shuler-jr.aspx","105544"
"(DR.) ALEXANDER M. SLOAN","LIEUTENANT GENERAL",1994,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105598/lieutenant-general-dr-alexander-m-sloan.aspx","105598"
"LANCE L. SMITH","GENERAL",2008,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104871/general-lance-l-smith.aspx","104871"
"CARL R. SMITH","LIEUTENANT GENERAL",1991,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105601/lieutenant-general-carl-r-smith.aspx","105601"
"LEO W. SMITH II","LIEUTENANT GENERAL",1992,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105615/lieutenant-general-leo-w-smith-ii.aspx","105615"
"DONALD SNYDER","LIEUTENANT GENERAL",1992,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105559/lieutenant-general-donald-snyder.aspx","105559"
"JAMES N. SOLIGAN","LIEUTENANT GENERAL",2009,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105045/lieutenant-general-james-n-soligan.aspx","105045"
"GLENN F. SPEARS","LIEUTENANT GENERAL",2011,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104732/lieutenant-general-glenn-f-spears.aspx","104732"
"LARRY O. SPENCER","GENERAL",2015,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104756/general-larry-o-spencer.aspx","104756"
"PAUL E. STEIN","LIEUTENANT GENERAL",1997,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105536/lieutenant-general-paul-e-stein.aspx","105536"
"CHARLES E. STENNER JR.","LIEUTENANT GENERAL",2012,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105140/lieutenant-general-charles-e-stenner-jr.aspx","105140"
"KEVIN J. SULLIVAN","LIEUTENANT GENERAL",2008,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104954/lieutenant-general-kevin-j-sullivan.aspx","104954"
"RICHARD T. SWOPE","LIEUTENANT GENERAL",1998,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105476/lieutenant-general-richard-t-swope.aspx","105476"
"EUGENE  L.  ""GENE"" TATTINI","LIEUTENANT GENERAL",2001,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105405/lieutenant-general-eugene-l-gene-tattini.aspx","105405"
"(DR.) GEORGE PEACH TAYLOR JR.","LIEUTENANT GENERAL",2006,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104941/lieutenant-general-dr-george-peach-taylor-jr.aspx","104941"
"DAVID J. TEAL","LIEUTENANT GENERAL",1992,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105395/lieutenant-general-david-j-teal.aspx","105395"
"EDWIN  E. TENOSO","LIEUTENANT GENERAL",1997,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105398/lieutenant-general-edwin-e-tenoso.aspx","105398"
"JOHN F. THOMPSON","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108394/lieutenant-general-john-f-thompson.aspx","108394"
"DALE W. THOMPSON JR.","LIEUTENANT GENERAL",1995,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105448/lieutenant-general-dale-w-thompson-jr.aspx","105448"
"LANSFORD E. TRAPP JR.","LIEUTENANT GENERAL",2002,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105437/lieutenant-general-lansford-e-trapp-jr.aspx","105437"
"THOMAS J. TRASK","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108368/lieutenant-general-thomas-j-trask.aspx","108368"
"(DR.) THOMAS W. TRAVIS","LIEUTENANT GENERAL",2015,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104654/lieutenant-general-dr-thomas-w-travis.aspx","104654"
"GARRY R. TREXLER","LIEUTENANT GENERAL",2007,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104935/lieutenant-general-garry-r-trexler.aspx","104935"
"RICHARD J. TRZASKOMA","LIEUTENANT GENERAL",1993,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105383/lieutenant-general-richard-j-trzaskoma.aspx","105383"
"LOYD S. ""CHIP"" UTTERBACK","LIEUTENANT GENERAL",2009,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104691/lieutenant-general-loyd-s-chip-utterback.aspx","104691"
"DAVID  L. VESELY","LIEUTENANT GENERAL",1999,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105337/lieutenant-general-david-l-vesely.aspx","105337"
"HENRY VICCELLIO JR.","GENERAL",1997,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105339/general-henry-viccellio-jr.aspx","105339"
"CHARLES F. ""CHUCK"" WALD","GENERAL",2006,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105003/general-charles-f-chuck-wald.aspx","105003"
"TOME  H. WALTERS JR.","LIEUTENANT GENERAL",2004,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105291/lieutenant-general-tome-h-walters-jr.aspx","105291"
"THOMAS  C. WASKOW","LIEUTENANT GENERAL",2005,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104970/lieutenant-general-thomas-c-waskow.aspx","104970"
"MARSHALL B. ""BRAD"" WEBB","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108486/lieutenant-general-marshall-b-brad-webb.aspx","108486"
"JOSEPH  H. WEHRLE JR.","LIEUTENANT GENERAL",2003,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105353/lieutenant-general-joseph-h-wehrle-jr.aspx","105353"
"JACK WEINSTEIN","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108351/lieutenant-general-jack-weinstein.aspx","108351"
"WILLIAM WELSER III","LIEUTENANT GENERAL",2005,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104915/lieutenant-general-william-welser-iii.aspx","104915"
"MARK A. WELSH III","GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104966/general-mark-a-welsh-iii.aspx","104966"
"DONALD J. WETEKAM","LIEUTENANT GENERAL",2007,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104928/lieutenant-general-donald-j-wetekam.aspx","104928"
"STEPHEN W. ""SEVE"" WILSON","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108121/lieutenant-general-stephen-w-seve-wilson.aspx","108121"
"THAD  A. WOLFE","LIEUTENANT GENERAL",1996,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105223/lieutenant-general-thad-a-wolfe.aspx","105223"
"JANET C. WOLFENBARGER","GENERAL",2015,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/107934/general-janet-c-wolfenbarger.aspx","107934"
"TOD D. WOLTERS","LIEUTENANT GENERAL",NA,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/107979/lieutenant-general-tod-d-wolters.aspx","107979"
"C.  NORMAN WOOD","LIEUTENANT GENERAL",1992,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105227/lieutenant-general-c-norman-wood.aspx","105227"
"STEPHEN G. WOOD","LIEUTENANT GENERAL",2009,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104889/lieutenant-general-stephen-g-wood.aspx","104889"
"JOHN L. WOODWARD JR.","LIEUTENANT GENERAL",2002,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105206/lieutenant-general-john-l-woodward-jr.aspx","105206"
"MICHAEL W. WOOLEY","LIEUTENANT GENERAL",2008,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105208/lieutenant-general-michael-w-wooley.aspx","105208"
"BRUCE A. WRIGHT","LIEUTENANT GENERAL",2008,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/104936/lieutenant-general-bruce-a-wright.aspx","104936"
"DONALD C. WURSTER","LIEUTENANT GENERAL",2011,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105090/lieutenant-general-donald-c-wurster.aspx","105090"
"HARRY M. WYATT III","LIEUTENANT GENERAL",2012,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/108401/lieutenant-general-harry-m-wyatt-iii.aspx","108401"
"DONALD NORTON YATES","LIEUTENANT GENERAL",1993,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105163/lieutenant-general-donald-norton-yates.aspx","105163"
"RONALD  W. YATES","GENERAL",1995,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105164/general-ronald-w-yates.aspx","105164"
"MICHAEL  E. ZETTLER","LIEUTENANT GENERAL",2004,"http://www.af.mil/AboutUs/Biographies/Display/tabid/225/Article/105157/lieutenant-general-michael-e-zettler.aspx","105157"
